,Review,UpVotes,Rating,Label,Length,Positive,Negative,Present,Past,Future,b,f,r,u
363,app worst apps play store agar yahi sab dekha tha tik tok install kar leta tera sasta tiktok tujhe mubarak waste data storage time,638.0,1.0,u,170,1,-3,1.0,0.0,0.0,0,0,0,1
365,amazing app good work second song new featured add plz sec,54.0,3.0,u,74,3,-1,0.6666666666666666,0.3333333333333333,0.0,0,0,0,1
367,nice experience uvideo amazing compared tiktok coz view tiktokvideos,0.0,5.0,u,105,3,-1,0.5,0.5,0.0,0,0,0,1
369,view quick cool apps fetish dirty video video cool status,1559.0,5.0,u,116,2,-1,1.0,0.0,0.0,0,0,0,1
371,nice application giving nice islamic knowledge naatya kalaam interesting entertaining application hounestly entertained application suggest friend dear download application stress,234.0,5.0,u,260,4,-2,0.75,0.25,0.0,0,0,0,1
373,app awesome template,1754.0,5.0,u,50,4,-1,0.0,0.0,0.0,0,0,0,1
375,good app enjoying want regional language telugu posting,179.0,4.0,u,70,3,-1,1.0,0.0,0.0,0,0,0,1
377,superb app interested whats status app app personal feeling update thanking support app,95.0,5.0,u,167,2,-1,1.0,0.0,0.0,0,0,0,1
379,funny app bored fresh watch video uvideo,751.0,4.0,u,86,2,-2,0.6666666666666666,0.3333333333333333,0.0,0,0,0,1
381,description apt utilisation option browse youtube,273.0,1.0,r,82,1,-1,0.0,0.0,0.0,0,0,1,0
383,awesome app consuming access data love,118.0,5.0,u,78,5,-1,0.5,0.0,0.5,0,0,0,1
385,like app please add funny dialogue,9.0,5.0,f,57,3,-1,0.0,0.0,1.0,0,1,0,0
387,worst cheap videosdisappointed,84.0,2.0,u,35,1,-3,0.0,1.0,0.0,0,0,0,1
389,nice app good sarvice help full app,38.0,4.0,u,54,3,-1,0.0,0.0,0.0,0,0,0,1
391,best app status comedy watch download share,307.0,5.0,u,73,3,-1,0.0,0.0,0.0,0,0,0,1
393,awesome nice app downloading mobile user,66.0,5.0,u,52,4,-1,1.0,0.0,0.0,0,0,0,1
395,experience good good appi like earn,67.0,5.0,u,61,3,-1,0.0,0.0,0.0,0,0,0,1
397,awesome easy make video image quality poor,217.0,4.0,u,50,4,-2,0.0,0.0,0.0,0,0,0,1
399,super entertainment app video hd video clear,1938.0,5.0,f,77,3,-1,0.0,0.0,0.0,0,1,0,0
401,great app super easy lovely video make video easy supporting app,317.0,5.0,u,84,3,-1,1.0,0.0,0.0,0,0,0,1
403,sharing video watsup application downloading slow samsung mobile,652.0,1.0,f,102,1,-1,1.0,0.0,0.0,0,1,0,0
405,app important good position like,122.0,5.0,u,74,4,-1,0.0,0.0,0.0,0,0,0,1
407,nice app hang time video,60.0,4.0,b,44,3,-1,0.5,0.5,0.0,1,0,0,0
409,better make nyc videoes experienced better,34.0,5.0,u,82,3,-1,0.0,0.5,0.5,0,0,0,1
411,best reason application approved install app nice application,1188.0,5.0,r,97,4,-1,0.0,1.0,0.0,0,0,1,0
413,installing video support pornography surfing youtube shown add teen age girl undressing caption add shameless,232.0,1.0,r,197,2,-3,0.8,0.2,0.0,0,0,1,0
415,nice app new song app want clear creater uvideo give gift hamper,22.0,5.0,u,148,3,-1,0.5,0.0,0.5,0,0,0,1
417,good experience sharing video status,56.0,5.0,u,40,3,-1,1.0,0.0,0.0,0,0,0,1
419,apps important work fast mb,15.0,4.0,u,42,1,-1,0.0,0.0,0.0,0,0,0,1
421,nice appfinally found app forthanks lot,322.0,5.0,u,75,4,-1,0.5,0.5,0.0,0,0,0,1
423,app good compared apps downloading status,58.0,5.0,u,73,3,-1,0.5,0.5,0.0,0,0,0,1
425,youtube video couldnt downloaded,74.0,1.0,f,36,1,-1,0.0,1.0,0.0,0,1,0,0
427,nice applocation give wallet option application,45.0,2.0,f,75,3,-1,1.0,0.0,0.0,0,1,0,0
429,excellent appand nice make friend enjoyingthus app,725.0,5.0,u,69,3,-1,1.0,0.0,0.0,0,0,0,1
431,super cute video nice edit like,26.0,5.0,u,41,4,-1,0.0,0.0,0.0,0,0,0,1
433,good better update awaiting hot video content lto make uvideo favorite,3585.0,5.0,u,105,3,-1,1.0,0.0,0.0,0,0,0,1
435,fan awesome splendid platform show talent work hard video star supporting,11.0,4.0,u,149,4,-1,0.5,0.0,0.5,0,0,0,1
437,tool best video editing best app wats app status,11.0,4.0,u,72,2,-1,1.0,0.0,0.0,0,0,0,1
439,excellent status app love app excellent adting type best feature,185.0,5.0,u,78,3,-1,0.5,0.0,0.5,0,0,0,1
441,good app good joke give good result,226.0,5.0,u,87,3,-1,0.0,0.0,0.0,0,0,0,1
443,nice experience easy access love app people develop,31.0,5.0,u,78,3,-1,1.0,0.0,0.0,0,0,0,1
445,dont worki searching chatting alternative whatsappbut creative vedioyeah suggestsv vedio vedio makingmast,231.0,5.0,f,165,2,-1,1.0,0.0,0.0,0,1,0,0
447,problem open video status solve problem,340.0,5.0,f,64,1,-2,0.0,0.0,0.0,0,1,0,0
449,search lot video dont orgin video fake video dont download worst app,277.0,1.0,b,104,1,-3,1.0,0.0,0.0,1,0,0,0
451,nice app informative synronous speed download please stop friquant vulnerable vulgar massage wise delete app request time please stop iam interested cheap prosts think,729.0,5.0,u,243,3,-3,0.0,0.0,1.0,0,0,0,1
453,diffrent app videosjust wonderful,373.0,5.0,u,52,3,-1,0.0,0.0,0.0,0,0,0,1
455,worst experience forced install app ur advertisement spoil preparing work online class finally installed app purpose comment herejust stop kind add work,27.0,1.0,r,255,2,-4,0.25,0.5,0.25,0,0,1,0
457,heading description shown,141.0,5.0,f,38,1,-1,0.5,0.5,0.0,0,1,0,0
459,good app short musical video,1151.0,4.0,u,46,4,-1,0.0,0.0,0.0,0,0,0,1
461,app sterling information like phone information contact kind app important thing app made china,159.0,1.0,r,149,2,-1,0.5,0.5,0.0,0,0,1,0
463,good post good morning good night image fault want image,18.0,5.0,r,88,3,-2,1.0,0.0,0.0,0,0,1,0
465,downloaded video im view video gallery,211.0,2.0,b,73,1,-1,0.0,1.0,0.0,1,0,0,0
467,nice easy app,53.0,5.0,u,22,4,-1,0.0,0.0,0.0,0,0,0,1
469,app excelant appilove appfiteable momentall time appthank,95.0,5.0,u,112,3,-1,0.0,0.0,0.0,0,0,0,1
471,super status video good app im happy love uvideo share app,118.0,5.0,u,74,4,-1,0.0,0.0,0.0,0,0,0,1
473,app good useful app mind blowing like,306.0,5.0,u,62,4,-1,0.0,0.0,0.0,0,0,0,1
475,nice largest funny cool perfect app,490.0,5.0,u,40,4,-1,0.0,0.0,0.0,0,0,0,1
477,nice shot video funny video watch,215.0,4.0,u,42,4,-2,0.0,0.0,0.0,0,0,0,1
479,videoapplication veryinterestingto making betterpost like type applicationarti krishna,1345.0,3.0,u,113,2,-1,1.0,0.0,0.0,0,0,0,1
481,log lose downloaded content extremely dumb design coupled fact app randomly log day ad skip ad place im paying service anmo,81.0,1.0,b,293,1,-4,0.3333333333333333,0.5,0.16666666666666666,1,0,0,0
483,loved howyou choose device watch caption nice big fix search movie time search bringing beginning half list love searching topic like sex traffi,17.0,4.0,u,296,4,-1,0.8333333333333334,0.16666666666666666,0.0,0,0,0,1
485,work enough o expect behemoth company restarts skipsdepending played episode automatically like min left browsing long list movie sh,5.0,4.0,f,291,2,-1,0.6666666666666666,0.2222222222222222,0.1111111111111111,0,1,0,0
487,good app constant update fed regular requirement update app open app asks update main menu storage space always limited phone matter big storage size regular update,3.0,4.0,f,296,3,-1,0.5,0.5,0.0,0,1,0,0
489,app useful entertainment purpose issue related app like searching filtering option good require modification like game throne best tv series available platform app available searching app sho,1.0,3.0,f,297,2,-2,0.75,0.25,0.0,0,1,0,0
491,like app feature please make update change review star star major bug fix optimise app load quicker change logo design optimise video better video qual,0.0,4.0,f,288,3,-2,0.8333333333333334,0.0,0.16666666666666666,0,1,0,0
493,playback excellent frustrating search facility searching movie available result instance search bourne ultimatum show hundred movie except bourne ultimatum flaw,476.0,2.0,f,292,3,-3,0.6,0.4,0.0,0,1,0,0
495,interface need lot work action adventure instance scroll list click movie press back button back top list youve scrolled list comedy instance switch app like imdb back app youre ba,50.0,2.0,f,287,2,-1,0.6666666666666666,0.3333333333333333,0.0,0,1,0,0
497,favourite app simply put polished supremely great ui incredibly userfriendly responsive better content competitor isnt available country bullcrap multilanguage support subtitle language song play full info,42.0,5.0,u,284,4,-1,0.75,0.25,0.0,0,0,0,1
499,app useful movie easily found detailed description trailer clip available prior making decision prime member movie free charge greatl family question concern issue needing immediate atten,409.0,5.0,u,293,3,-2,0.5,0.5,0.0,0,0,0,1
501,im constantly running video playback issue constant buffering fast internet connection app struggle remembering left specific show movie play better want give app good review decent selection qua,38.0,2.0,u,293,3,-3,0.8571428571428571,0.14285714285714285,0.0,0,0,0,1
503,excellent content choice brand new movie aeronaut theatre time offered amazon prime video single issue app malfunctioning crashing sometimes slow started ive learned time becaus,485.0,5.0,u,286,3,-1,0.625,0.375,0.0,0,0,0,1
505,time contact amazon problem app spend minute write billion word app simply crash send report dont writing make difference thought id give series,0.0,1.0,u,293,1,-2,0.42857142857142855,0.14285714285714285,0.42857142857142855,0,0,0,1
507,rubbish ive login take infinite loop otp captcha latest version dont network connection ive couple time help standard call acknowledgement issue,419.0,1.0,b,293,1,-3,0.5,0.125,0.375,1,0,0,0
509,video quality netflix subtitle large video setting worst selection video quality video stuff background entry app attract compare,38.0,2.0,u,294,1,-3,0.3333333333333333,0.0,0.6666666666666666,0,0,0,1
511,amazon prime video fairly good app easy timeframe episode program take long accessible day worked communication pay view demand programming provide customer access hr program aired amazo,37.0,5.0,u,283,3,-1,0.6,0.4,0.0,0,0,0,1
513,app hard cast netflix tubi disney theyre easy cast im figure im cancel subscription payment moment im day free trial find account bank info watched,2.0,1.0,f,291,1,-2,0.5,0.5,0.0,0,1,0,0
515,heap movie previously available subscription gradually removed added option pay extra hire buy dodgy move disappointed hate download p doesnt option streaming burn data,1.0,1.0,r,286,1,-4,0.25,0.75,0.0,0,0,1,0
517,comment prime video general ive grown like prime video subscription shipping perk stayed entertainment good original show right thing like ive extremely frustrated adstrailers,1313.0,3.0,r,291,3,-5,0.0,1.0,0.0,0,0,1,0
519,subscribed prime video paid membership month earlier mirror casting option working day working complaint action facing issue scanned like trick pay month,41.0,1.0,b,293,2,-2,0.625,0.375,0.0,1,0,0,0
521,good streaming app change audio subtitle good movie available era could watch movie screen mirroringcasting phone tv earlier app recent update watch movie casting dark screen,40.0,4.0,u,293,3,-1,0.8,0.0,0.2,0,0,0,1
523,favorite app luv pb bbc master theater film series luv period piece like downton abbey indian summer durrell corfu amazing mr maisel amazon prime best best forement,135.0,5.0,u,286,3,-1,1.0,0.0,0.0,0,0,0,1
525,brings desired result search understand showing season shot fed series overdoing like boring series like daily soap serial damn boring please dont torcher showing,17.0,1.0,u,291,3,-2,0.7142857142857143,0.14285714285714285,0.14285714285714285,0,0,0,1
527,android tv app pretty terrible xray intrusive hard exit screen sleep app crash returned home screen video checkpoint miss rewatch bit content seriously underwhelming sad piece softwar,177.0,1.0,r,293,3,-4,0.5,0.25,0.25,0,0,1,0
529,disappointed expected top title top film rent buy im paying expected free yr lot old stuff weve tv progs lot ive heard downloadable film tv series included pri,61.0,1.0,f,283,1,-4,0.5,0.5,0.0,0,1,0,0
531,diamond rough work progress best great feature begin annoying gotcha navigating watch list pop video detail returned top list hey pain scrolling back origin,460.0,3.0,r,287,3,-4,0.75,0.125,0.125,0,0,1,0
533,movie series included great excellent selection insist playing trailer starting selection middle binge extremely anoying main reason low rating app bug need work particularly casting,533.0,2.0,u,287,4,-2,0.8333333333333334,0.16666666666666666,0.0,0,0,0,1
535,honestly advert need stop watch remove ill rate higher untill netflix disney better sort stuff wrong isnt enough room explain intention emai,41.0,1.0,r,292,2,-2,0.25,0.0,0.75,0,0,1,0
537,control app stop working minute beginning watch program pause forward change offering app need killed started minute control time frustrating watching show movie want,230.0,2.0,b,295,1,-4,0.7142857142857143,0.2857142857142857,0.0,1,0,0,0
539,terrible experience home page find subjectgenre like click interesting choice hit back view reset home page doesnt genre browsing clicked showmovie genre list mean intereste,13.0,1.0,b,290,2,-4,0.8333333333333334,0.16666666666666666,0.0,1,0,0,0
541,always loved watching thing app wiped phone month ago made forget thinking watching film scared kid im older ive played horror game fnaf couldnt find netflix ba,57.0,5.0,r,292,4,-4,0.45454545454545453,0.5454545454545454,0.0,0,0,1,0
543,like watch predominantly mobile app gripe need change prior increasing score pinch zoom need added pressing dot zoom brightness control whilst watching double tap seeking forward backward,312.0,3.0,u,286,2,-2,0.9,0.1,0.0,0,0,0,1
545,need chromecast support especially pretty streaming service encountered looked kind silly amazon hold outhas added prime video ad start video redundant app original,501.0,3.0,f,291,3,-2,0.5,0.5,0.0,0,1,0,0
547,app terrible developer page netflix app work year old smartphones prime video app trouble running glitch free smart tv bluray player year oldand dont started rewind forwardand,62.0,1.0,b,285,2,-4,0.8,0.2,0.0,1,0,0,0
